Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,Status,Max_kW_Rating,Total_kW_Capacity,index_right,SA4_CODE26,SA4_NAME26,CHG_FLAG26,CHG_LBL26,GCC_CODE26,GCC_NAME26,STE_CODE26,STE_NAME26,AUS_CODE26,AUS_NAME26,AREASQKM26,ocm_poi_id,plug_types,num_bays,operator_ocm,pricing_ocm,match_distance_km,name_similarity,address_similarity,match_score,match_confidence
Unknown,"1068 Pittwater Rd, Sydney, 2097",JOLT,2,DC,25 kW,-33.73111016,151.301011,Northern Beaches Council,2097,Existing Fast Chargers,Operational,25.0,25.0,21.0,122,Sydney - Northern Beaches,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,254.2073,,,,,,,,,,no_match
Unknown,"109 Beecroft Rd, Sydney, 2119",JOLT,2,DC,25 kW,-33.75051656,151.0650831,"Hornsby, The Council of the Shire of",2119,Existing Fast Chargers,Operational,25.0,25.0,25.0,126,Sydney - Ryde,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,69.3368,,,,,,,,,,no_match
Unknown,"10W Apsley St, Walcha NSW 2354, Australia",NRMA,4,DC,50 kW,-29.960127,146.8578887,Walcha Council,2839,TfNSW Regional,Operational,50.0,50.0,4.0,105,Far West and Orana,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,339355.6495,190682.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,Currently free but will be fee at some point.,0.0567,,,,coordinate_distance
Unknown,"11 Ewingsdale Rd, Ewingsdale, 2481",NRMA,4,DC,75 kW,-28.63612817,153.5534605,Byron Shire Council,2481,Existing Fast Chargers,Operational,75.0,75.0,11.0,112,Richmond - Tweed,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,10271.3204,190394.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,,0.048,,,,coordinate_distance
Unknown,"11 Scott St, Sydney, 2170",JOLT,2,DC,25 kW,-33.92522427,150.9265836,Liverpool City Council,2170,Existing Fast Chargers,Operational,25.0,25.0,26.0,127,Sydney - South West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,540.2775,,,,,,,,,,no_match
Unknown,"110 Anzac Pde, Sydney, 2033",JOLT,2,DC,25 kW,-33.90717322,151.2239409,Randwick City Council,2033,Existing Fast Chargers,Operational,25.0,25.0,17.0,118,Sydney - Eastern Suburbs,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,57.7341,190875.0,"CCS (Type 2), CHAdeMO",1.0,Jolt,$0.00/kWh up to 7 kWh then $0.40/kWh,0.018,,,,coordinate_distance
Unknown,"1106 Barrenjoey Rd, Sydney, 2108",JOLT,2,DC,25 kW,-33.59707712,151.320022,Northern Beaches Council,2108,Existing Fast Chargers,Operational,25.0,25.0,21.0,122,Sydney - Northern Beaches,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,254.2073,295979.0,"CHAdeMO, CCS (Type 2)",1.0,Jolt,"First 7kWh free, then $0.49 per kWh thereafter. $5/hr idle time",0.0235,,,,coordinate_distance
Unknown,"11-37 Alexandria Pde, Sydney, 2077",JOLT,2,DC,25 kW,-33.70973178,151.1045866,"Hornsby, The Council of the Shire of",2077,Existing Fast Chargers,Operational,25.0,25.0,20.0,121,Sydney - North Sydney and Hornsby,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,275.0992,278525.0,CCS (Type 2),1.0,Ampol AmpCharge,,0.2156,,,,coordinate_distance
Unknown,"116 Liverpool St, Scone, NSW 2337, Australia",NRMA,2,DC,50 kW,-31.9598511,141.4601038,Upper Hunter Shire Council,2880,TfNSW Regional,Operational,50.0,50.0,4.0,105,Far West and Orana,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,339355.6495,190677.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,,0.0473,,,,coordinate_distance
Unknown,"1183-1187 The Horsley Dr, Sydney, 2164",Chargefox,2,DC,150 kW,-33.84986891,150.8978248,Fairfield City Council,2164,Existing Fast Chargers,Operational,150.0,150.0,26.0,127,Sydney - South West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,540.2775,272624.0,CCS (Type 2),2.0,Chargefox,$0.55/kWh,0.0798,,,,coordinate_distance
Unknown,"1183-1187 The Horsley Dr, Wetherill Park NSW 2164",Engie,2,DC,150 kW,-33.8505352,150.8988605,Fairfield City Council,2164,ARENA - Driving the Nation,Operational,150.0,150.0,26.0,127,Sydney - South West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,540.2775,272624.0,CCS (Type 2),2.0,Chargefox,$0.55/kWh,0.0449,,,,coordinate_distance
Unknown,"119 Stenhouse Drive, Cameron Park, 2285",Evie,8,DC,350 kW,-32.89647352,151.5977107,Lake Macquarie City Council,2285,Existing Fast Chargers,Operational,350.0,350.0,10.0,111,Newcastle and Lake Macquarie,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,870.5824,266586.0,"CCS (Type 2), CHAdeMO",2.0,Evie,0.60c per kWh,0.0126,,,,coordinate_distance
Unknown,"12 Hume Hwy, Pheasants Nest, 2574",Ampol,9,DC,150 kW,-34.28138543,150.640016,Wollondilly Shire Council,2574,Existing Fast Chargers,Operational,150.0,150.0,6.0,107,Illawarra,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1539.2408,279180.0,"CCS (Type 2), CHAdeMO",6.0,Ampol AmpCharge,AUD 0.69/kWh,0.2362,,,,coordinate_distance
Unknown,"12 Hume Hwy, Pheasants Nest, 2574",Ampol,9,DC,150 kW,-34.28222427,150.6366026,Wollondilly Shire Council,2574,Existing Fast Chargers,Operational,150.0,150.0,22.0,123,Sydney - Outer South West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,1277.2421,279179.0,"CCS (Type 2), CHAdeMO",1.0,Ampol AmpCharge,$0.69 per kWh,0.0877,,,,coordinate_distance
Unknown,"12 Jacksons Rd, Warriewood NSW 2102",Engie,2,DC,150 kW,-33.6971741,151.2956935,Northern Beaches Council,2102,ARENA - Driving the Nation,Operational,150.0,150.0,21.0,122,Sydney - Northern Beaches,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,254.2073,272615.0,CCS (Type 2),2.0,Chargefox,$0.45/kWh,0.1833,,,,coordinate_distance
Unknown,"12 Lord St, Botany NSW 2019",Evie,4,DC,75 kW,-33.939429,151.1970375,Bayside Council,2019,ARENA - Driving the Nation,Operational,75.0,75.0,16.0,117,Sydney - City and Inner South,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,66.117,,,,,,,,,,no_match
Unknown,"121 Princes Hwy, Wollongong, 2519",Exploren,2,DC,60 kW,-34.40192697,150.8906517,Wollongong City Council,2519,Existing Fast Chargers,Operational,60.0,60.0,6.0,107,Illawarra,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1539.2408,273425.0,CCS (Type 2),2.0,BP Pulse (AU),55c/kWh,0.1464,,,,coordinate_distance
Unknown,"126 Mackay Ave, Yoogali, 2680",Chargefox,1,DC,24 kW,-34.30172777,146.0826426,Griffith City Council,2680,Existing Fast Chargers,Operational,24.0,24.0,12.0,113,Riverina,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,56984.9808,306015.0,CCS (Type 2),1.0,Chargefox,$0.40/kWh,0.0553,,,,coordinate_distance
Unknown,"127 Conadilly St, Gunnedah, 2380",Chargefox,4,DC,47 kW,-30.97681086,150.2501652,Gunnedah Shire Council,2380,Existing Fast Chargers,Operational,47.0,47.0,9.0,110,New England and North West,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,99139.9014,274452.0,"CCS (Type 2), CHAdeMO",1.0,(Unknown Operator),"$0, but payment will be required Oct-Dec 2023",0.1969,,,,coordinate_distance
Unknown,"128 Flood Street, Leichhardt NSW 2040",Evie,4,DC,75 kW,-33.88518,151.148629,Inner West Council,2040,ARENA - Driving the Nation,Operational,75.0,75.0,19.0,120,Sydney - Inner West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,64.5756,272673.0,"CCS (Type 2), CHAdeMO",2.0,Evie,,0.2252,,,,coordinate_distance
Unknown,"1-3 Dural St, Hornsby NSW 2077",Evie,4,DC,50 kW,-33.70276181,151.0964792,"Hornsby, The Council of the Shire of",2077,ARENA - Driving the Nation,Operational,50.0,50.0,20.0,121,Sydney - North Sydney and Hornsby,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,275.0992,,,,,,,,,,no_match
Unknown,"13125 Hume Hwy, Sutton Forest, 2577",Evie,8,DC,350 kW,-34.60721926,150.2251632,Wingecarribee Shire Council,2577,Existing Fast Chargers,Operational,350.0,350.0,13.0,114,Southern Highlands and Shoalhaven,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,6704.9619,238124.0,"CCS (Type 2), CHAdeMO",4.0,Evie,65c per kWh energy consumed.,0.0073,,,,coordinate_distance
Unknown,"13-17 Princes Hwy, Albion Park Rail NSW 2527",Evie,2,DC,50 kW,-34.5504346,150.7877814,Shellharbour City Council,2527,ARENA - Driving the Nation,Operational,50.0,50.0,6.0,107,Illawarra,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1539.2408,,,,,,,,,,no_match
Unknown,"132 Pound Street, Grafton, 2460",NRMA,2,DC,50 kW,-29.68846451,152.933015,Clarence Valley Council,2460,Existing Fast Chargers,Operational,50.0,50.0,3.0,104,Coffs Harbour - Grafton,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,13229.7573,190393.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,,0.0667,,,,coordinate_distance
Unknown,"133 Liverpool Rd, Sydney, 2134",JOLT,2,DC,25 kW,-33.88724929,151.0993353,Burwood Council,2134,Existing Fast Chargers,Operational,25.0,25.0,19.0,120,Sydney - Inner West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,64.5756,,,,,,,,,,no_match
Unknown,"133 Wyndham St Cnr Mcevoy St, Alexandria, NSW, 2015",Ampol,2,DC,150 kW,-33.9020166,151.2000104,Bayside Council,2015,ARENA - Driving the Nation,Operational,150.0,150.0,16.0,117,Sydney - City and Inner South,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,66.117,272614.0,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",4.0,Chargefox,Free,0.8138,,,,coordinate_distance
Unknown,"134 Lachlan St, Hay, 2711",NRMA,4,DC,180 kW,-34.50890395,144.8427858,Hay Shire Council,2711,Existing Fast Chargers,Operational,180.0,180.0,8.0,109,Murray,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,97796.4912,190670.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,Currently free but will be fee at some point.,0.0274,,,,coordinate_distance
Unknown,"134 Lachlan St, Hay, 2711",NRMA,2,DC,50 kW,-34.50908013,144.8410701,Hay Shire Council,2711,Existing Fast Chargers,Operational,50.0,50.0,8.0,109,Murray,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,97796.4912,190670.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,Currently free but will be fee at some point.,0.1741,,,,coordinate_distance
Unknown,"134-136 Grafton St, Coffs Harbour, 2450",BP,2,DC,75 kW,-30.29156861,153.1183714,Coffs Harbour City Council,2450,Existing Fast Chargers,Operational,75.0,75.0,3.0,104,Coffs Harbour - Grafton,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,13229.7573,273433.0,"CCS (Type 2), CHAdeMO",1.0,BP Pulse (AU),$0.55/kWh,0.0156,,,,coordinate_distance
Unknown,"14 Everton Rd, Sydney, 2135",JOLT,2,DC,25 kW,-33.87204909,151.0954464,Burwood Council,2135,Existing Fast Chargers,Operational,25.0,25.0,19.0,120,Sydney - Inner West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,64.5756,,,,,,,,,,no_match
Unknown,"140 Denison St, Sydney, 2036",Exploren,2,DC,120 kW,-33.94916821,151.2247958,Bayside Council,2036,Existing Fast Chargers,Operational,120.0,120.0,16.0,117,Sydney - City and Inner South,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,66.117,,,,,,,,,,no_match
Unknown,"140 Queen St, Berry, 2535",NRMA,2,DC,50 kW,-34.77559464,150.7010871,Shoalhaven City Council,2535,Existing Fast Chargers,Operational,50.0,50.0,13.0,114,Southern Highlands and Shoalhaven,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,6704.9619,161845.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,Currently free but will be fee at some point for non NRMA Members,0.0272,,,,coordinate_distance
Unknown,"141 Morgan St, Sydney, 2209",JOLT,2,DC,25 kW,-33.9492503,151.0812503,Georges River Council,2209,Existing Fast Chargers,Operational,25.0,25.0,18.0,119,Sydney - Inner South West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,163.9273,,,,,,,,,,no_match
Unknown,"141 Roselands Ave, Roselands NSW 2196",Engie,2,DC,120 kW,-33.9354417,151.0685253,Georges River Council,2196,ARENA - Driving the Nation,Operational,120.0,120.0,18.0,119,Sydney - Inner South West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,163.9273,272617.0,CCS (Type 2),2.0,Chargefox,$0.45/kWh,0.0797,,,,coordinate_distance
Unknown,"149 Alison Rd, Sydney, 2031",JOLT,2,DC,50 kW,-33.91307612,151.2387948,Randwick City Council,2031,Existing Fast Chargers,Operational,50.0,50.0,17.0,118,Sydney - Eastern Suburbs,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,57.7341,,,,,,,,,,no_match
Unknown,"15 Chancellors Dr, Thrumster , 2444",Tesla,12,DC,250 kW,-31.4577518,152.8267908,Port Macquarie-Hastings Council,2444,Existing Fast Chargers,Operational,250.0,250.0,7.0,108,Mid North Coast,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,18851.4993,480398.0,CCS (Type 2),12.0,Tesla (including non-tesla),,0.0536,,,,coordinate_distance
Unknown,"15 Merriville Rd, Sydney, 2155",JOLT,2,DC,25 kW,-33.70040345,150.9283123,Blacktown City Council,2155,Existing Fast Chargers,Operational,25.0,25.0,15.0,116,Sydney - Blacktown,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,240.8836,,,,,,,,,,no_match
Unknown,"15 Merriville Rd, Sydney, 2155",JOLT,2,DC,25 kW,-33.70051756,150.9281081,Blacktown City Council,2155,Existing Fast Chargers,Operational,25.0,25.0,15.0,116,Sydney - Blacktown,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,240.8836,,,,,,,,,,no_match
Unknown,"15 Ridge St, Sydney, 2060",Evie,4,DC,75 kW,-33.83274979,151.2064264,North Sydney Council,2060,Existing Fast Chargers,Operational,75.0,75.0,20.0,121,Sydney - North Sydney and Hornsby,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,275.0992,,,,,,,,,,no_match
Unknown,"15 Victory St, Braidwood, NSW 2622, Australia",NRMA,4,DC,50 kW,-31.4988197,145.8375768,Queanbeyan-Palerang Regional Council,2835,TfNSW Regional,Operational,50.0,50.0,4.0,105,Far West and Orana,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,339355.6495,190679.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,FREE,0.0016,,,,coordinate_distance
Unknown,"1509-1511 Pittwater Rd, Sydney, 2101",Ampol,2,DC,150 kW,-33.70444949,151.2968509,Northern Beaches Council,2101,Existing Fast Chargers,Operational,150.0,150.0,21.0,122,Sydney - Northern Beaches,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,254.2073,272615.0,CCS (Type 2),2.0,Chargefox,$0.45/kWh,0.9852,,,,coordinate_distance
Unknown,"151 Beauchamp Rd, Sydney, 2036",JOLT,2,DC,25 kW,-33.95633138,151.2265986,Randwick City Council,2036,Existing Fast Chargers,Operational,25.0,25.0,17.0,118,Sydney - Eastern Suburbs,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,57.7341,,,,,,,,,,no_match
Unknown,"152 Pacific Hwy, 36 Josephson St, Swansea NSW 2281",Evie,4,DC,50 kW,-33.088721,151.637587,Lake Macquarie City Council,2281,ARENA - Driving the Nation,Operational,50.0,50.0,10.0,111,Newcastle and Lake Macquarie,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,870.5824,272675.0,"CCS (Type 2), CHAdeMO",2.0,Evie,,0.7231,,,,coordinate_distance
Unknown,"153 Coreen Ave Cnr Castlereagh Rd, Penrith, NSW, 2750",Ampol,2,DC,125 kW,-33.7428103,150.6929292,Penrith City Council,2750,ARENA - Driving the Nation,Operational,125.0,125.0,23.0,124,Sydney - Outer West and Blue Mountains,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,3968.1295,274056.0,"CCS (Type 2), CHAdeMO",1.0,Ampol AmpCharge,$0.69/kWh for pay-as-you-go charging.,0.025,,,,coordinate_distance
Unknown,"156 Melbourne St, Mulwala, 2647",Wevolt,4,DC,80 kW,-35.99499104,146.001983,Federation Council,2647,Existing Fast Chargers,Operational,80.0,80.0,8.0,109,Murray,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,97796.4912,,,,,,,,,,no_match
Unknown,"15620 Hume Hwy, Marulan, 2579",BP,2,DC,75 kW,-34.71852257,150.0003884,Goulburn Mulwaree Council,2579,Existing Fast Chargers,Operational,75.0,75.0,0.0,101,Capital Region,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,51896.2445,238125.0,"CCS (Type 2), CHAdeMO",1.0,BP Pulse (AU),$0.55/kWh,0.0278,,,,coordinate_distance
Unknown,"15666 Hume Hwy, Marulan, 2579",BP,2,DC,75 kW,-34.71922127,149.9953273,Goulburn Mulwaree Council,2579,Existing Fast Chargers,Operational,75.0,75.0,0.0,101,Capital Region,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,51896.2445,238126.0,"CCS (Type 2), CHAdeMO",1.0,BP Pulse (AU),$0.55/kWh ,0.0403,,,,coordinate_distance
Unknown,"157 Rouse Street, Tenterfield, NSW 2372, Australia",NRMA,2,DC,50 kW,-31.5645996,147.1969355,Tenterfield Shire Council,2825,TfNSW Regional,Operational,50.0,50.0,4.0,105,Far West and Orana,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,339355.6495,190680.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,Currently free but will be fee at some point for non NRMA Members,0.0035,,,,coordinate_distance
Unknown,"15c Mitchell St, Bourke, NSW 2840, Australia",NRMA,4,DC,75 kW,-30.3383734,152.7125414,Bourke Shire Council,2453,TfNSW Regional,Operational,75.0,75.0,3.0,104,Coffs Harbour - Grafton,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,13229.7573,,,,,,,,,,no_match
Unknown,"16 Berry St, Nowra, 2541",NRMA,4,DC,160 kW,-34.87360065,150.6005345,Shoalhaven City Council,2541,Existing Fast Chargers,Operational,160.0,160.0,13.0,114,Southern Highlands and Shoalhaven,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,6704.9619,,,,,,,,,,no_match
Unknown,"16 Oaks Ave, Sydney, 2099",JOLT,2,DC,25 kW,-33.75370175,151.287,Northern Beaches Council,2099,Existing Fast Chargers,Operational,25.0,25.0,21.0,122,Sydney - Northern Beaches,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,254.2073,128195.0,"Type 1 (J1772), Tesla (Model S/X), Type 2 (Socket Only)",2.0,ChargePoint,Free,0.3816,,,,coordinate_distance
Unknown,"16-20 Goodhope St, Sydney, 2021",Chargefox,2,DC,30 kW,-33.88181186,151.2283183,Woollahra Municipal Council,2021,Existing Fast Chargers,Operational,30.0,30.0,17.0,118,Sydney - Eastern Suburbs,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,57.7341,,,,,,,,,,no_match
Unknown,"164 Mona Vale Rd, St Ives, NSW, 2075",Ampol,2,DC,125 kW,-33.7307758,151.1570112,Ku-ring-gai Council,2075,ARENA - Driving the Nation,Operational,125.0,125.0,20.0,121,Sydney - North Sydney and Hornsby,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,275.0992,,,,,,,,,,no_match
Unknown,"169 Willoughby Rd, Sydney, 2065",BP,2,DC,75 kW,-33.8201522,151.2011902,Willoughby City Council,2065,Existing Fast Chargers,Operational,75.0,75.0,20.0,121,Sydney - North Sydney and Hornsby,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,275.0992,272632.0,"CCS (Type 2), CHAdeMO",2.0,Evie,,0.6808,,,,coordinate_distance
Unknown,"17 Smith St, Sydney, 2067",Chargefox,6,DC,47 kW,-33.78601306,151.1980831,Willoughby City Council,2067,Existing Fast Chargers,Operational,47.0,47.0,20.0,121,Sydney - North Sydney and Hornsby,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,275.0992,,,,,,,,,,no_match
Unknown,"17 Stanley St, Sydney, 2210",JOLT,2,DC,25 kW,-33.96212217,151.0635736,Georges River Council,2210,Existing Fast Chargers,Operational,25.0,25.0,18.0,119,Sydney - Inner South West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,163.9273,192687.0,"CCS (Type 2), CHAdeMO",2.0,Jolt,0.40,0.2366,,,,coordinate_distance
Unknown,"17 Stewart St, Wollongong NSW 2500, Australia",NRMA,4,DC,75 kW,-29.7756503,151.1151033,Wollongong City Council,2453,TfNSW Regional,Operational,75.0,75.0,9.0,110,New England and North West,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,99139.9014,266480.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,FREE,0.1198,,,,coordinate_distance
Unknown,"173 The Vineyards Rd, Lake George, 2581",Exploren,2,DC,60 kW,-34.99682987,149.3848398,Yass Valley Council,2581,Existing Fast Chargers,Operational,60.0,60.0,0.0,101,Capital Region,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,51896.2445,,,,,,,,,,no_match
Unknown,"18 Dandaloo St, Nyngan, NSW 2825, Australia",NRMA,4,DC,75 kW,-32.0506213,150.8667598,Bogan Shire Council,2360,TfNSW Regional,Operational,75.0,75.0,5.0,106,Hunter Valley exc Newcastle,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,21491.2923,266500.0,"CCS (Type 2), CHAdeMO",1.0,NRMA,FREE,0.0266,,,,coordinate_distance
Unknown,"18 Silver St, Sydney, 2031",Chargefox,2,DC,42 kW,-33.91374579,151.2390611,Randwick City Council,2031,Existing Fast Chargers,Operational,42.0,42.0,17.0,118,Sydney - Eastern Suburbs,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,57.7341,272630.0,"CCS (Type 2), CHAdeMO",2.0,Evie,,0.2383,,,,coordinate_distance
Unknown,"18 Victoria Avenue, Castle Hill NSW 2154",Evie,4,DC,50 kW,-33.727803,150.976049,The Hills Shire Council,2154,ARENA - Driving the Nation,Operational,50.0,50.0,14.0,115,Sydney - Baulkham Hills and Hawkesbury,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,3251.4981,265390.0,"CCS (Type 2), CHAdeMO",2.0,Evie,$0.45 per kWh. Parking overstay charges may apply,0.0183,,,,coordinate_distance
Unknown,"185 Princes Hwy, Narooma , 2546",Tesla,8,DC,130 kW,-36.22313618,150.1283463,Eurobodalla Shire Council,2546,Existing Fast Chargers,Operational,130.0,130.0,0.0,101,Capital Region,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,51896.2445,109340.0,CCS (Type 2),4.0,Tesla (including non-tesla),AUD 0.42/kWh;other tariffs for older cars,0.0,,,,coordinate_distance
Unknown,"188 Raglan St, Sydney, 2088",Evie,4,DC,50 kW,-33.83108413,151.2436587,Mosman Municipal Council,2088,Existing Fast Chargers,Operational,50.0,50.0,20.0,121,Sydney - North Sydney and Hornsby,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,275.0992,272686.0,"CCS (Type 2), CHAdeMO",1.0,Evie,,0.0149,,,,coordinate_distance
Unknown,"19 Princes Hwy, Figtree NSW 2525, Australia",Tesla,6,DC,175 kW,-34.4366153,150.8632982,Wollongong City Council,2525,Fast Charging R1,Operational,175.0,175.0,6.0,107,Illawarra,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,1539.2408,131564.0,Type 2 (Socket Only),2.0,,Free,0.0913,,,,coordinate_distance
Unknown,"1-9 Railway Parade, Kogarah NSW 2217",Evie,4,DC,150 kW,-33.96168115,151.1325903,Georges River Council,2217,ARENA - Driving the Nation,Operational,150.0,150.0,18.0,119,Sydney - Inner South West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,163.9273,,,,,,,,,,no_match
Unknown,"19 Richmond Rd, Sydney, 2140",JOLT,2,DC,25 kW,-33.86603808,151.0644525,Strathfield,2140,Existing Fast Chargers,Operational,25.0,25.0,19.0,120,Sydney - Inner West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,64.5756,190417.0,"CCS (Type 2), CHAdeMO",1.0,(Unknown Operator),"Free up to 7kWh, charges thereafter",0.0017,,,,coordinate_distance
Unknown,"19 Windsor Rd, Sydney, 2155",BP,2,DC,75 kW,-33.71274679,150.9591602,The Hills Shire Council,2155,Existing Fast Chargers,Operational,75.0,75.0,14.0,115,Sydney - Baulkham Hills and Hawkesbury,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,3251.4981,,,,,,,,,,no_match
Unknown,197-215 Condamine St Balgowlah NSW 2093 Australia,Tesla,6,DC,175 kW,-33.7930342,151.2641426,Northern Beaches Council,2093,Fast Charging R3,Operational,175.0,175.0,21.0,122,Sydney - Northern Beaches,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,254.2073,,,,,,,,,,no_match
Unknown,"198 Great Western Highway, Hazelbrook, NSW, 2779",Ampol,2,DC,125 kW,-33.7211325,150.4521067,Blue Mountains City Council,2779,ARENA - Driving the Nation,Operational,125.0,125.0,23.0,124,Sydney - Outer West and Blue Mountains,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,3968.1295,,,,,,,,,,no_match
Unknown,"1985 Camden Valley Way, Prestons NSW 2170",Evie,4,DC,150 kW,-33.95224765,150.8557529,Liverpool City Council,2170,ARENA - Driving the Nation,Operational,150.0,150.0,26.0,127,Sydney - South West,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,540.2775,133760.0,Type 1 (J1772),4.0,ChargePoint,Free,0.0179,,,,coordinate_distance
Unknown,"2 Coast Hospital Rd, Sydney, 2036",Evie,2,DC,75 kW,-33.98102507,151.2497087,Randwick City Council,2036,Existing Fast Chargers,Operational,75.0,75.0,17.0,118,Sydney - Eastern Suburbs,0,No change,1GSYD,Greater Sydney,1,New South Wales,AUS,Australia,57.7341,,,,,,,,,,no_match
Unknown,"2 Corkwood Rd, Valla, 2448",BP,2,DC,75 kW,-30.6267528,152.9724735,Nambucca Valley Council,2448,Existing Fast Chargers,Operational,75.0,75.0,7.0,108,Mid North Coast,0,No change,1RNSW,Rest of NSW,1,New South Wales,AUS,Australia,18851.4993,,,,,,,,,,no_match
